,x
1948723,VNC_sg2l 1948724
1949236,VNCneuron 1949237
1950241,SN_sg2l
1950381,pnb 1950382
1950393,INipsiasc_sg1l 1950394
1950485,INVNC_sg2l 1950486
1950602,MNpostacic_sg2r3
1951105,MNche_sg1l
1951760,circumacicular_sg2r_neuro_2
1952161,SN_gland_sg2l
1953050,MNantacic_sg2l
1956009,INcommasc_sg1r 1956010
1956332,MNhose_sg2r1
1957030,INipsidescATO_sg1l
1957108,INipsidesc_sg2r
1957212,INhead_l 1957213
1957230,INcosplit_sg2l 1957231
1957250,MNVNClong_sg2l 1957251
1957288,INdescFMRF_r
1957377,VNCneuron 1957378
1957714,INsplit_sg2l 1957715
1957722,INipsiascATO_sg1r
1957809,MNpostacic_sg2r2
1957859,INipsiasc_sg2l 1957860
1957973,VNCneuron 1957974
1959396,INcommascATO_sg2r1
1959421,INipsiasc_sg2l 1959422
1959492,SNant_r 1959493
1960512,VNCneuron 1960513
1963755,INchaeMech_sg3r
1968682,IN 1968683
1970719,ciliatedGland_r10
1970774,VNCneuron 1970775
1971227,MNVNCob_sg2r 1971228
1971259,MNob-ipsi_sg3l
1971433,INsplit_sg3l 1631437
1971452,INVNC 1971453
1971464,INcosplit_sg2r 1971465
1971650,MNring_sg2r7
1975364,interparaPUc1_sg2l
1975751,INdesc_r 1975752
1976063,INipsiasc_sg3r 1976064
1980137,VNCneuron 1980138
1982355,pnb 1982356
1987526,INipsiasc_sg2l 1417624
1987741,INheadr 1987742
1989451,EC_chaetal_sac_sg2l_neuro-1
1992051,noER_circumchaetal_sg3r_noto-1_4
1997612,pygidial_pigment_cell 1997613
1998558,INdesc_r 1998558
1999932,notopodPUc1_sg1r
1999956,VNC_sg1r 1999957
2000315,INcomm_sg2l 961640
2000806,INipsiasc_sg2r 2000807
2000850,INpreLadderATO_sg2l
2000895,VNC_sg3r 2000896
2000911,VNC_sg3l 2000912
2000955,INipsiasc_sg3l 2000956
2000978,IN 2000979
2001006,MNobFMRFa_sg2l
2001055,INdecuss_r 1796980
2001380,INipsiasc_sg2l 2001381
2007060,INhead_r 2007061
2007173,SNimmature_sg0r 2007174
2007344,MNgland_head_l
2007389,INcommdesc_sg1l 1449055
2007954,INcommascATO_sg2r2
2008327,chaeMech_sg2l4
2008355,MNob_sg2r 2008356
2008469,spinPU3_sg2l
2008544,MNpostacic_sg2r1
2008588,spinPB1_sg2l
2008640,chaeMech_sg2l1
2008663,spinPB2_sg2l
2009602,INcommasc_sg2r 2009603
2010225,INcommasc_sg2l 2010225
2010309,MNVNCob_sg2r 1971477
2010340,INipsidesc_sg2r 2010340
2010859,INcommasc_sg2r 2010860
2010915,INcosplit_sg2r 2010916
2010983,VNC_sg1r 2010984
2011670,VNC_sg1r 2011671
2011760,INVNC_sg2r 2011761
2012216,InterparaGland_sg2r
2013923,INcommascATO_sg1l
2014813,INcommasc_sg1l 1954576
2015119,hCR2l
2015193,dsoCR2l; PDF
2015233,hCR1l2
2015241,hCR1l1
2015432,INipsiasc_sg2l 1686417
2015571,INsplitCR_sg1l1
2015704,hCirrusPU1l
2015759,SN_sg0l 1732520
2015919,INasc_pygl2
2015926,INipsiasc_sg2l 1419967
2015966,INsplit_sg1l 2015949
2016268,VNC_sg2l 2016269
2016553,MNVNC_chaetal_sg2r 2016554
2016881,INcommasc_sg1r 921512
2016896,MNdesc_l 1325300
2016902,MNdecuss_r 1593703
2017535,INdecuss_r 2017536
2019137,INdescRFa_r
2028656,VNC_sg2l 2028657
2028720,MNpostv_sg2l
2029381,VNC 2029382
2185709,MNring_sg1r8
2233438,IN 2233439
2233700,INsplit 2233701
2242135,VNCrv_sg2 1685249
2242572,EC_V_sg1l 2242573
